Date,Open,High,Low,Close,Adj Close,Volume
2019-07-01,7781.500000,7849.750000,7759.000000,7790.000000,7790.000000,310126
2019-07-02,7792.500000,7843.250000,7763.000000,7838.250000,7838.250000,406594
2019-07-03,null,null,null,null,null,null
2019-07-05,7887.750000,7909.750000,7797.250000,7851.500000,7851.500000,209604
2019-07-07,null,null,null,null,null,null
2019-07-08,7855.000000,7863.500000,7777.500000,7801.000000,7801.000000,375287
2019-07-09,7802.250000,7858.750000,7743.000000,7845.250000,7845.250000,342228
2019-07-10,7848.000000,7949.500000,7811.250000,7928.750000,7928.750000,346314
2019-07-11,7924.250000,7963.250000,7894.250000,7918.750000,7918.750000,442842
2019-07-12,7917.250000,7967.500000,7911.750000,7960.000000,7960.000000,407894
2019-07-14,null,null,null,null,null,null
2019-07-15,7958.250000,7992.000000,7941.250000,7986.750000,7986.750000,299817
2019-07-16,7982.750000,8001.500000,7924.000000,7942.750000,7942.750000,247176
2019-07-17,7939.750000,7966.250000,7868.000000,7885.500000,7885.500000,303702
2019-07-18,7868.000000,7954.750000,7833.000000,7933.500000,7933.500000,303890
2019-07-19,7950.500000,7980.750000,7815.250000,7842.750000,7842.750000,413722
2019-07-21,null,null,null,null,null,null
2019-07-22,7830.000000,7936.500000,7826.250000,7924.750000,7924.750000,438469
2019-07-23,7926.500000,7985.750000,7908.000000,7983.750000,7983.750000,355209
2019-07-24,7944.000000,8051.750000,7925.250000,8038.000000,8038.000000,357765
2019-07-25,8004.500000,8034.500000,7917.250000,7981.750000,7981.750000,356159
2019-07-26,7992.000000,8040.750000,7987.500000,8019.750000,8019.750000,433945
2019-07-28,null,null,null,null,null,null
2019-07-29,8017.500000,8031.750000,7951.750000,8001.250000,8001.250000,322305
2019-07-30,8004.250000,8020.000000,7928.250000,7963.250000,7963.250000,301214
2019-07-31,7992.500000,8001.250000,7782.250000,7866.750000,7866.750000,394698
2019-08-01,7834.000000,8014.500000,7776.750000,7808.250000,7808.250000,556437
2019-08-02,7797.000000,7806.000000,7650.250000,7702.250000,7702.250000,772956
2019-08-04,null,null,null,null,null,null
2019-08-05,7701.750000,7705.500000,7359.750000,7385.250000,7385.250000,736453
2019-08-06,7349.000000,7549.000000,7224.500000,7515.500000,7515.500000,848399
2019-08-07,7512.750000,7577.500000,7387.500000,7553.250000,7553.250000,845239
2019-08-08,7553.500000,7738.500000,7526.000000,7735.750000,7735.750000,851275
2019-08-09,7699.500000,7724.000000,7596.750000,7660.250000,7660.250000,553666
2019-08-11,null,null,null,null,null,null
2019-08-12,7654.500000,7710.000000,7534.750000,7566.750000,7566.750000,619044
2019-08-13,7570.250000,7789.500000,7514.000000,7748.000000,7748.000000,552715
2019-08-14,7746.500000,7767.500000,7477.000000,7488.750000,7488.750000,674983
2019-08-15,7469.000000,7572.750000,7388.250000,7496.250000,7496.250000,825231
2019-08-16,7509.250000,7632.500000,7502.500000,7611.750000,7611.750000,705042
2019-08-18,null,null,null,null,null,null
2019-08-19,7617.250000,7750.000000,7616.000000,7727.500000,7727.500000,449473
2019-08-20,7717.250000,7752.000000,7655.500000,7668.000000,7668.000000,401476
2019-08-21,7655.000000,7765.750000,7652.250000,7750.250000,7750.250000,414176
2019-08-22,7756.000000,7782.250000,7654.000000,7711.250000,7711.250000,344352
2019-08-23,7705.750000,7762.000000,7447.750000,7504.500000,7504.500000,487622
2019-08-25,null,null,null,null,null,null
2019-08-26,7435.000000,7626.000000,7353.250000,7590.500000,7590.500000,763864
2019-08-27,7591.500000,7648.500000,7537.000000,7562.750000,7562.750000,617907
2019-08-28,7564.000000,7605.750000,7504.250000,7599.250000,7599.250000,520966
2019-08-29,7582.250000,7730.250000,7548.500000,7712.000000,7712.000000,480975
2019-08-30,7704.250000,7770.500000,7646.000000,7690.750000,7690.750000,447668
2019-09-01,null,null,null,null,null,null
2019-09-03,7628.250000,7695.500000,7580.750000,7617.500000,7617.500000,450746
2019-09-04,7614.250000,7730.000000,7608.500000,7722.750000,7722.750000,643037
2019-09-05,7722.000000,7886.750000,7717.250000,7855.500000,7855.500000,399672
2019-09-06,7853.500000,7895.000000,7838.250000,7857.750000,7857.750000,478413
2019-09-08,null,null,null,null,null,null
2019-09-09,7857.000000,7887.000000,7798.500000,7830.750000,7830.750000,356484
2019-09-10,7834.000000,7857.750000,7744.250000,7815.000000,7815.000000,372953
2019-09-11,7818.500000,7905.000000,7786.500000,7889.750000,7889.750000,446533
2019-09-12,7893.250000,7982.750000,7886.750000,7921.500000,7921.500000,383871
2019-09-13,7916.250000,7958.500000,7881.750000,7886.000000,7886.000000,448979
2019-09-15,null,null,null,null,null,null
2019-09-16,7856.750000,7873.250000,7776.250000,7856.500000,7856.500000,243852
2019-09-17,7864.000000,7897.500000,7828.000000,7890.250000,7890.250000,199321
2019-09-18,7890.750000,7906.750000,7790.000000,7894.250000,7894.250000,147539
2019-09-19,7898.750000,7951.000000,7830.500000,7896.250000,7896.250000,122281
2019-09-20,7899.500000,7932.750000,7890.750000,7899.479980,7899.479980,69135
2019-09-22,null,null,null,null,null,null
2019-09-23,7839.250000,7897.500000,7807.750000,7850.500000,7850.500000,425158
2019-09-24,7869.000000,7904.750000,7701.750000,7735.250000,7735.250000,348180
2019-09-25,7738.250000,7844.250000,7663.000000,7820.250000,7820.250000,609261
2019-09-26,7822.500000,7842.750000,7734.750000,7787.250000,7787.250000,540081
2019-09-27,7787.000000,7822.000000,7641.000000,7701.250000,7701.250000,489320
2019-09-29,7735.500000,7759.000000,7705.750000,7721.500000,7721.500000,817737
2019-09-30,7735.500000,7788.750000,7705.750000,7770.500000,7770.500000,598171
2019-10-01,7784.000000,7841.500000,7691.000000,7695.500000,7695.500000,337872
2019-10-02,7711.000000,7730.500000,7525.500000,7546.250000,7546.250000,478759
2019-10-03,7551.500000,7661.500000,7474.250000,7658.500000,7658.500000,586568
2019-10-04,7656.750000,7773.750000,7624.000000,7767.250000,7767.250000,582820
2019-10-06,7712.500000,7747.250000,7682.500000,7737.750000,7737.750000,663479
2019-10-07,7712.500000,7799.750000,7682.500000,7740.000000,7740.000000,420539
2019-10-08,7736.000000,7784.500000,7613.500000,7622.000000,7622.000000,381262
2019-10-09,7621.000000,7732.000000,7604.500000,7699.750000,7699.750000,552145
2019-10-10,7702.250000,7798.750000,7583.250000,7760.250000,7760.250000,404170
2019-10-11,7783.250000,7918.500000,7767.000000,7859.000000,7859.000000,535042
2019-10-13,7850.250000,7893.250000,7850.000000,7892.750000,7892.750000,531805
2019-10-14,7850.250000,7894.750000,7807.000000,7857.500000,7857.500000,490521
2019-10-15,7862.250000,7971.750000,7859.750000,7959.750000,7959.750000,311101
2019-10-16,7960.000000,7960.250000,7907.500000,7948.500000,7948.500000,347657
2019-10-17,7954.250000,7994.750000,7922.000000,7952.750000,7952.750000,347550
2019-10-18,7953.750000,7958.500000,7835.750000,7880.750000,7880.750000,368623
2019-10-20,7874.250000,7892.500000,7865.750000,7890.500000,7890.500000,408434
2019-10-21,7874.250000,7951.750000,7865.750000,7948.250000,7948.250000,437753
2019-10-22,7949.250000,7988.750000,7837.250000,7858.750000,7858.750000,275031
2019-10-23,7846.250000,7918.250000,7810.250000,7901.500000,7901.500000,377545
2019-10-24,7922.750000,7984.000000,7913.250000,7928.250000,7928.250000,348671
2019-10-25,7928.500000,8041.500000,7918.500000,8035.750000,8035.750000,380967
2019-10-27,8048.000000,8062.750000,8048.000000,8058.000000,8058.000000,474887
2019-10-28,8048.000000,8127.500000,8048.000000,8094.750000,8094.750000,348318
2019-10-29,8109.250000,8118.750000,8050.750000,8055.250000,8055.250000,309114
2019-10-30,8057.250000,8141.000000,8020.500000,8111.250000,8111.250000,351246
2019-10-31,8128.500000,8139.000000,8046.000000,8090.250000,8090.250000,381307
2019-11-01,8094.250000,8168.000000,8084.500000,8160.250000,8160.250000,448458
2019-11-03,8165.000000,8181.000000,8164.000000,8176.750000,8176.750000,143119
2019-11-04,8165.000000,8233.750000,8164.000000,8215.750000,8215.750000,348326
2019-11-05,8221.500000,8248.000000,8193.250000,8210.750000,8210.750000,325479
2019-11-06,8208.000000,8228.250000,8161.000000,8207.250000,8207.250000,305795
2019-11-07,8213.750000,8282.250000,8190.000000,8230.500000,8230.500000,314414
2019-11-08,8230.000000,8264.250000,8190.000000,8257.250000,8257.250000,366403
2019-11-10,8257.250000,8261.750000,8251.500000,8254.250000,8254.250000,60671
2019-11-11,8257.250000,8261.750000,8206.500000,8249.750000,8249.750000,326871
2019-11-12,8253.250000,8300.250000,8228.500000,8275.000000,8275.000000,229844
2019-11-13,8273.000000,8281.500000,8220.000000,8265.750000,8265.750000,316729
2019-11-14,8269.000000,8285.500000,8216.250000,8265.500000,8265.500000,382042
2019-11-15,8267.500000,8324.000000,8261.250000,8318.750000,8318.750000,381593
2019-11-17,8318.750000,8323.000000,8307.250000,8310.500000,8310.500000,145950
2019-11-18,8318.750000,8367.000000,8279.250000,8333.500000,8333.500000,367145
2019-11-19,8335.000000,8379.000000,8312.500000,8341.500000,8341.500000,370609
2019-11-20,8333.000000,8348.000000,8231.000000,8291.750000,8291.750000,373942
2019-11-21,8261.500000,8308.000000,8240.000000,8274.500000,8274.500000,526978
2019-11-22,8280.250000,8313.500000,8233.250000,8280.500000,8280.500000,411833
2019-11-24,8303.250000,8311.750000,8296.500000,8306.250000,8306.250000,225178
2019-11-25,8303.250000,8379.250000,8296.500000,8376.500000,8376.500000,344497
2019-11-26,8374.250000,8422.000000,8366.250000,8400.750000,8400.750000,259485
2019-11-27,8402.750000,8458.750000,8397.000000,8454.750000,8454.750000,285726
2019-11-29,null,null,null,null,null,null
2019-12-01,8424.500000,8435.250000,8422.500000,8431.000000,8431.000000,142613
2019-12-02,8424.500000,8457.250000,8276.500000,8316.000000,8316.000000,242603
2019-12-03,8313.750000,8337.500000,8168.250000,8251.250000,8251.250000,559474
2019-12-04,8258.750000,8319.250000,8220.500000,8295.250000,8295.250000,614317
2019-12-05,8296.250000,8340.000000,8273.250000,8309.250000,8309.250000,413647
2019-12-06,8311.000000,8409.500000,8307.750000,8400.250000,8400.250000,370987
2019-12-08,8401.500000,8414.250000,8401.000000,8404.250000,8404.250000,96971
2019-12-09,8401.500000,8427.250000,8347.000000,8356.000000,8356.000000,302782
2019-12-10,8354.500000,8398.000000,8297.000000,8363.750000,8363.750000,292419
2019-12-11,8366.250000,8411.000000,8345.000000,8405.500000,8405.500000,403364
2019-12-12,8407.500000,8497.000000,8381.000000,8465.250000,8465.250000,304183
2019-12-13,8485.000000,8523.750000,8435.500000,8494.000000,8494.000000,554338
2019-12-15,8507.000000,8516.500000,8503.250000,8510.000000,8510.000000,57349
2019-12-16,8507.000000,8587.750000,8503.250000,8576.000000,8576.000000,335038
2019-12-17,8576.000000,8596.750000,8563.250000,8576.250000,8576.250000,192050
2019-12-18,8569.750000,8612.000000,8567.750000,8590.250000,8590.250000,145053
2019-12-19,8598.000000,8655.500000,8580.250000,8642.500000,8642.500000,98301
2019-12-20,8651.000000,8707.459961,8638.250000,8707.459961,8707.459961,65776
2019-12-22,8710.750000,8723.500000,8707.500000,8722.000000,8722.000000,143924
2019-12-23,8710.750000,8743.250000,8707.500000,8726.500000,8726.500000,307870
2019-12-24,null,null,null,null,null,null
2019-12-26,8730.250000,8805.000000,8729.000000,8804.250000,8804.250000,106029
2019-12-27,8801.000000,8843.500000,8769.000000,8783.250000,8783.250000,170684
2019-12-29,8783.500000,8799.500000,8783.000000,8797.750000,8797.750000,164378
2019-12-30,8783.500000,8809.750000,8691.250000,8733.750000,8733.750000,322888
2019-12-31,8731.750000,8772.250000,8692.250000,8752.250000,8752.250000,404047
2020-01-02,8776.750000,8901.500000,8769.500000,8891.750000,8891.750000,284519
2020-01-03,8895.500000,8907.250000,8735.250000,8810.000000,8810.000000,416637
2020-01-05,8772.250000,8777.500000,8747.750000,8777.250000,8777.250000,524228
2020-01-06,8772.250000,8873.000000,8723.000000,8847.500000,8847.500000,599887
2020-01-07,8853.250000,8894.750000,8825.750000,8853.000000,8853.000000,469514
2020-01-08,8841.500000,8972.250000,8678.000000,8944.500000,8944.500000,510004
2020-01-09,8948.750000,9022.250000,8932.500000,9009.000000,9009.000000,723085
2020-01-10,9010.000000,9055.500000,8966.250000,8978.250000,8978.250000,457262
2020-01-12,8979.000000,8999.500000,8979.000000,8991.500000,8991.500000,217973
2020-01-13,8979.000000,9095.500000,8979.000000,9088.250000,9088.250000,472166
2020-01-14,9087.750000,9114.750000,9035.000000,9062.500000,9062.500000,380440
2020-01-15,9062.000000,9096.000000,9023.000000,9060.000000,9060.000000,553343
2020-01-16,9061.750000,9140.250000,9061.500000,9133.500000,9133.500000,497100
2020-01-17,9137.000000,9189.250000,9130.000000,9174.500000,9174.500000,397881
2020-01-19,9174.000000,9181.750000,9168.000000,9180.000000,9180.000000,108733
2020-01-21,9174.000000,9199.750000,9114.750000,9169.750000,9169.750000,438669
2020-01-22,9179.500000,9254.000000,9174.250000,9195.750000,9195.750000,532160
2020-01-23,9190.000000,9253.500000,9151.750000,9248.250000,9248.250000,519015
2020-01-24,9252.000000,9287.250000,9109.500000,9144.500000,9144.500000,616950
2020-01-26,9077.000000,9077.000000,8994.000000,9004.500000,9004.500000,875259
2020-01-27,9077.000000,9077.000000,8925.500000,8954.500000,8954.500000,758796
2020-01-28,8952.500000,9136.250000,8952.500000,9105.250000,9105.250000,792705
2020-01-29,9119.500000,9158.750000,9072.250000,9098.500000,9098.500000,632550
2020-01-30,9111.250000,9240.000000,9003.500000,9216.250000,9216.250000,578408
2020-01-31,9226.500000,9248.750000,8966.000000,8997.750000,8997.750000,846585
2020-02-02,8982.750000,9038.250000,8975.000000,9029.500000,9029.500000,459823
2020-02-03,8982.750000,9155.750000,8975.000000,9114.250000,9114.250000,898384
2020-02-04,9099.000000,9369.250000,9073.000000,9355.000000,9355.000000,680726
2020-02-05,9357.000000,9462.750000,9317.750000,9381.500000,9381.500000,563913
2020-02-06,9390.000000,9464.000000,9362.500000,9455.500000,9455.500000,729548
2020-02-07,9467.000000,9471.000000,9385.000000,9409.500000,9409.500000,545054
2020-02-09,9401.500000,9424.000000,9330.750000,9353.250000,9353.250000,338030
2020-02-10,9401.500000,9531.500000,9330.750000,9527.500000,9527.500000,592695
2020-02-11,9525.000000,9609.500000,9501.250000,9527.250000,9527.250000,500147
2020-02-12,9536.250000,9628.250000,9523.750000,9625.750000,9625.750000,589570
2020-02-13,9621.500000,9644.750000,9511.250000,9613.000000,9613.000000,454472
2020-02-14,9626.250000,9659.250000,9588.000000,9632.250000,9632.250000,613580
2020-02-16,9635.000000,9668.750000,9634.250000,9663.750000,9663.750000,297278
2020-02-18,9635.000000,9687.500000,9534.250000,9636.000000,9636.000000,489387
2020-02-19,9643.250000,9748.750000,9641.250000,9733.500000,9733.500000,668505
2020-02-20,9744.750000,9763.000000,9517.000000,9624.250000,9624.250000,419130
2020-02-21,9617.250000,9623.750000,9411.500000,9458.000000,9458.000000,802424
2020-02-23,9355.250000,9365.000000,9289.000000,9315.000000,9315.000000,995989
2020-02-24,9355.250000,9365.000000,9041.250000,9091.000000,9091.000000,911839
2020-02-25,9091.000000,9224.250000,8810.000000,8854.250000,8854.250000,1171879
2020-02-26,8868.250000,9037.500000,8709.500000,8850.250000,8850.250000,1344897
2020-02-27,8811.500000,8878.500000,8374.500000,8850.250000,8850.250000,1550066
2020-02-28,8347.000000,8574.750000,8126.250000,8382.750000,8382.750000,1506884
2020-03-01,8347.000000,8574.750000,8126.250000,8382.750000,8382.750000,1513887
2020-03-02,8349.250000,8883.250000,8224.250000,8454.000000,8454.000000,1338786
2020-03-03,8830.500000,9002.500000,8511.000000,8791.250000,8791.250000,1277458
2020-03-04,8557.500000,8950.000000,8508.250000,8582.500000,8582.500000,924629
2020-03-05,8889.000000,8899.750000,8610.750000,8896.500000,8896.500000,943408
2020-03-06,8677.000000,8726.500000,8310.500000,8648.750000,8648.750000,1083638
2020-03-08,8677.000000,8726.500000,8310.500000,8648.750000,8648.750000,1086560
2020-03-09,8369.000000,8375.000000,7819.000000,8503.250000,8503.250000,545428
2020-03-10,7893.750000,8378.750000,7814.250000,7951.500000,7951.500000,967814
2020-03-11,8317.000000,8334.250000,7892.750000,8331.500000,8331.500000,976682
2020-03-12,7998.750000,8108.000000,7128.500000,8003.500000,8003.500000,861265
2020-03-13,7100.000000,7978.000000,6942.500000,7215.250000,7215.250000,570212
2020-03-15,7100.000000,7978.000000,6942.500000,7215.250000,7215.250000,578813
2020-03-16,7919.750000,7920.000000,6906.000000,7900.750000,7900.750000,416627
2020-03-17,7294.250000,7551.250000,6931.250000,7182.750000,7182.750000,154561400
2020-03-18,7343.250000,7380.000000,6810.000000,7392.250000,7392.250000,502686
2020-03-19,7234.250000,7502.500000,6874.250000,7205.500000,7205.500000,509651
2020-03-20,7177.000000,7629.000000,6952.000000,7273.500000,7273.500000,554317
2020-03-22,6798.000000,6798.000000,6628.750000,6688.750000,6688.750000,321230
2020-03-23,6733.500000,7316.250000,6666.000000,7085.250000,7085.250000,222847705
2020-03-24,7156.250000,7634.000000,7132.250000,7484.500000,7484.500000,186762087
2020-03-25,7435.250000,7761.000000,7371.500000,7462.000000,7462.000000,242979235
2020-03-26,7445.500000,7893.500000,7310.250000,7856.000000,7856.000000,196928629
2020-03-27,7767.750000,7806.750000,7551.250000,7561.000000,7561.000000,155867209
2020-03-29,7395.750000,7507.250000,7367.250000,7489.250000,7489.250000,1256384
2020-03-30,7547.000000,7885.000000,7492.000000,7871.250000,7871.250000,165079683
2020-03-31,7881.250000,7995.000000,7705.000000,7720.000000,7720.000000,152926788
2020-04-01,7692.750000,7694.500000,7404.250000,7498.000000,7498.000000,158305604
2020-04-02,7525.500000,7656.250000,7376.000000,7587.250000,7587.250000,160830424
2020-04-03,7560.250000,7660.250000,7423.500000,7522.000000,7522.000000,125484933
2020-04-05,null,null,null,null,null,null
2020-04-06,7789.750000,8099.000000,7750.000000,8075.250000,8075.250000,164979484
2020-04-07,8034.250000,8303.250000,7948.000000,8029.750000,8029.750000,525510
2020-04-08,8042.000000,8242.000000,7981.000000,8231.750000,8231.750000,164021285
2020-04-09,8168.000000,8326.250000,8101.750000,8238.750000,8238.750000,190921520
2020-04-12,8296.000000,8327.500000,8073.250000,8115.750000,8115.750000,1224003
2020-04-13,8109.000000,8373.500000,8091.000000,8362.500000,8362.500000,134277446
2020-04-14,8448.750000,8708.000000,8415.250000,8675.250000,8675.250000,157345858
2020-04-15,8655.250000,8681.750000,8486.500000,8532.750000,8532.750000,159285002
2020-04-16,8539.000000,8966.750000,8539.000000,8926.250000,8926.250000,192049231
2020-04-17,8915.750000,8952.500000,8689.500000,8812.000000,8812.000000,201638423
2020-04-19,8747.500000,8763.750000,8733.000000,8744.250000,8744.250000,582500
2020-04-20,8817.000000,8846.000000,8687.000000,8721.750000,8721.750000,166372961
2020-04-21,8647.250000,8709.250000,8342.000000,8445.000000,8445.000000,226945058
2020-04-22,8447.000000,8700.000000,8400.000000,8431.750000,8431.750000,368770
2020-04-23,8598.500000,8786.500000,8532.000000,8551.000000,8551.000000,157192323
2020-04-24,8535.750000,8780.250000,8505.000000,8763.750000,8763.750000,141646451
2020-04-26,8760.750000,8770.000000,8730.000000,8747.000000,8747.000000,556167
2020-04-27,8836.750000,8898.000000,8789.000000,8819.750000,8819.750000,139152562
2020-04-28,8795.500000,8945.750000,8654.500000,8764.250000,8764.250000,157506137
2020-04-29,8759.250000,9041.000000,8733.750000,8719.750000,8719.750000,417522
2020-04-30,9109.500000,9144.750000,8875.750000,9036.500000,9036.500000,448803
2020-05-01,8847.000000,8879.000000,8672.000000,8988.500000,8988.500000,403881
2020-05-03,8624.000000,8642.250000,8562.000000,8579.500000,8579.500000,955357
2020-05-04,8624.000000,8828.000000,8556.250000,8718.000000,8718.000000,376472
2020-05-05,8843.500000,9020.000000,8822.250000,8956.000000,8956.000000,138527264
2020-05-06,8929.250000,9056.500000,8916.000000,8961.250000,8961.250000,160386979
2020-05-07,9022.750000,9137.500000,9004.000000,9117.000000,9117.000000,150146947
2020-05-08,9208.000000,9238.000000,9119.000000,9222.500000,9222.500000,147616823
2020-05-10,9194.750000,9257.250000,9174.750000,9249.000000,9249.000000,673663
2020-05-11,9274.250000,9339.000000,9118.500000,9271.750000,9271.750000,164856701
2020-05-12,9253.250000,9341.250000,9008.000000,9012.750000,9012.750000,182119666
2020-05-13,9086.500000,9202.750000,8878.250000,9015.750000,9015.750000,252786223
2020-05-14,9000.250000,9107.500000,8847.000000,9099.750000,9099.750000,241955317
2020-05-15,9095.500000,9148.500000,8925.500000,9117.500000,9117.500000,201546625
2020-05-17,9135.000000,9179.000000,9110.250000,9171.750000,9171.750000,596131
2020-05-18,9195.500000,9361.500000,9175.000000,9332.000000,9332.000000,158602322
2020-05-19,9313.250000,9417.250000,9273.000000,9317.250000,9317.250000,155396633
2020-05-20,9343.250000,9503.250000,9322.000000,9483.750000,9483.750000,139781919
2020-05-21,9444.250000,9510.750000,9348.250000,9397.750000,9397.750000,156958095
2020-05-22,9301.000000,9422.500000,9241.500000,9421.500000,9421.500000,159733330
2020-05-24,9448.000000,9457.500000,9438.750000,9456.000000,9456.000000,253197
2020-05-26,9568.500000,9604.000000,9373.000000,9395.000000,9395.000000,238787861
2020-05-27,9481.500000,9508.000000,9173.500000,9430.750000,9430.750000,216918776
2020-05-28,9380.750000,9565.500000,9320.750000,9420.750000,9420.750000,199546130
2020-05-29,9435.000000,9590.500000,9372.000000,9586.750000,9586.750000,182769572
2020-05-31,9513.000000,9524.500000,9450.250000,9498.000000,9498.000000,952938
2020-06-01,9544.250000,9605.750000,9481.250000,9564.750000,9564.750000,157694212
2020-06-02,9577.500000,9676.500000,9504.750000,9665.000000,9665.000000,151827908
2020-06-03,9665.000000,9728.250000,9640.750000,9701.250000,9701.250000,150449930
2020-06-04,9666.000000,9742.500000,9572.250000,9621.250000,9621.250000,169338663
2020-06-05,9656.000000,9846.250000,9601.750000,9807.750000,9807.750000,188606099
2020-06-07,9819.000000,9875.000000,9808.250000,9871.250000,9871.250000,576941
2020-06-08,9839.500000,9901.000000,9747.000000,9878.500000,9878.500000,159567316
2020-06-09,9884.750000,10005.250000,9811.500000,9984.000000,9984.000000,163787634
2020-06-10,10009.000000,10155.500000,9958.500000,10049.250000,10049.250000,177911041
2020-06-11,10026.750000,10034.500000,9584.500000,9687.250000,9687.250000,277759295
2020-06-12,9717.750000,9849.250000,9494.750000,9645.000000,9645.000000,153415121
2020-06-14,9536.750000,9585.000000,9505.000000,9563.000000,9563.000000,644044
2020-06-15,9576.250000,9868.250000,9381.750000,9857.250000,9857.250000,135428453
2020-06-16,9930.000000,10013.750000,9797.750000,9988.500000,9988.500000,98109606
2020-06-17,9958.250000,10059.000000,9948.750000,9965.500000,9965.500000,45185431
2020-06-18,9948.000000,10038.750000,9936.250000,10031.500000,10031.500000,27470361
2020-06-19,10022.250000,10123.250000,9916.500000,9925.000000,9925.000000,16007755
2020-06-21,9868.000000,9905.750000,9843.500000,9899.250000,9899.250000,893949
2020-06-22,9989.500000,10158.250000,9945.250000,10150.000000,10150.000000,145990698
2020-06-23,10104.250000,10296.250000,10088.750000,10195.750000,10195.750000,170498055
2020-06-24,10214.250000,10242.000000,9927.250000,9989.500000,9989.500000,228796315
2020-06-25,9985.250000,10120.500000,9885.500000,10114.500000,10114.500000,197843945
2020-06-26,10092.500000,10120.000000,9824.250000,9844.750000,9844.750000,181767004
2020-06-28,9785.500000,9839.500000,9780.250000,9835.250000,9835.250000,740788
2020-06-29,9833.500000,10008.500000,9728.750000,9994.000000,9994.000000,192988927
2020-06-30,10008.500000,10028.250000,9957.000000,9974.500000,9974.500000,7007322